1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
9.251240000000001373e+01,1.519998000000000005e+01,-4.687650000000000006e+01,3.881277000000000044e+01,2.909902000000000299e+01,3.399987000000000137e+01,2.320896000000000114e+01,5.791840000000000543e+00,-1.807199999999999918e+00,2.086146000000000100e+01,5.976180000000000092e+01,2.027807999999999922e+01,4.425750000000000028e+01,-7.093268000000000484e+01,-5.335999999999999943e+01,2.904882000000000062e+02,-2.050328000000000017e+01,-1.774800000000000111e+01,3.136050000000000004e+00,4.104270000000000351e+01,0.000000000000000000e+00
-6.950074000000000751e+01,2.693393999999999977e+01,-1.107710999999999935e+01,1.946186999999999898e+02,-6.246191999999999211e+01,-8.578413000000000466e+01,-1.224767999999999972e+02,-2.914840999999999838e+01,-1.214199999999999946e+00,-5.095374000000000336e+01,-2.446979999999999711e-01,6.583320000000000505e+01,-5.516350000000000087e+00,-1.172171000000000021e+02,-1.025700000000000145e+01,1.496009999999999991e+02,1.227627999999999986e+01,4.056960000000000122e+00,2.478019999999999712e+01,2.645919000000000310e+01,0.000000000000000000e+00
4.653582000000000818e+01,-1.642485999999999891e+00,-6.521460000000000434e+01,1.134485999999999990e+02,-3.720942000000000149e+01,1.255872000000000099e+02,2.047487999999999886e+01,-9.705889999999999418e+01,-6.064000000000000501e-01,3.797897999999999996e+01,2.147252999999999901e+01,3.475800000000000267e+01,-3.145204999999999629e+01,-4.081350000000000255e-01,6.142999999999999261e+01,1.022061999999999955e+02,-1.765328000000000230e+01,-1.134755999999999965e+01,-4.924759999999999138e+00,2.606120999999999910e+01,0.000000000000000000e+00
2.268120000000000047e+01,-4.526809999999999690e+01,-1.263933000000000106e+01,-1.076004000000000076e+02,-9.910079999999999245e+01,4.854414000000000229e+00,-1.088383999999999929e+02,-6.936639999999999695e+00,-2.736999999999999988e-01,-7.345050000000000523e+01,8.086050000000000182e+01,2.689559999999999818e+01,-3.912999999999999545e+01,-7.650369999999999493e+01,8.278999999999999204e+01,9.005294000000000665e+01,-5.807312000000000296e+01,1.336319999999999908e+01,-2.610500000000000043e+00,5.449680000000000746e+00,0.000000000000000000e+00
-5.496050000000000324e+00,-5.204215000000000479e+00,-2.606538000000000110e+01,1.496150999999999875e+01,-4.461904000000000536e+01,2.131839000000000084e+01,5.061887999999999721e+01,-8.294499999999999318e+01,1.175699999999999967e+00,-1.314725999999999999e+02,3.491460000000000008e+01,-6.224255999999999744e+01,-4.346650000000000347e+01,1.153697999999999979e+02,1.024499999999999994e-01,-2.385156000000000276e+00,-7.065416000000000452e+01,-3.696120000000000072e+00,2.284244999999999948e+01,5.450489999999999924e+01,0.000000000000000000e+00
-5.881696000000000168e+01,-7.833010000000000161e+01,-3.169319999999999915e+00,8.625690000000000168e+01,3.252522000000000446e+01,-7.322633999999999332e+01,8.878079999999999927e+01,-8.727510000000000545e+00,-5.945699999999999319e-01,1.149333000000000027e+01,6.598889999999999922e+00,-3.963671999999999862e+00,1.394609999999999950e+01,2.026933999999999969e+02,7.429000000000000625e+01,-1.635224000000000046e+02,4.619812000000000296e+01,1.035287999999999897e+01,5.824980000000000047e+01,2.340305999999999642e+01,0.000000000000000000e+00
3.421941999999999950e+01,-2.065460000000000207e+01,1.245452999999999832e+01,-1.243187999999999960e+02,1.162909999999999968e+02,4.864085999999999643e+01,-1.169791999999999987e+01,1.098954999999999949e+01,3.720300000000000273e-01,1.364336999999999911e+01,5.538599999999999568e+01,6.698879999999999768e+01,1.187865000000000038e+01,1.389205999999999896e+01,-7.927500000000000213e+00,-1.795682000000000045e+01,-4.294836000000000098e+01,2.069160000000000110e+01,5.297590000000000465e+00,7.707690000000000374e+00,0.000000000000000000e+00
9.221720000000000539e+01,1.407391999999999825e+02,2.739033000000000229e+01,2.338226999999999833e+01,-8.373099999999999454e+01,6.035979000000000205e+00,-5.813695999999999486e+01,1.049188000000000009e+01,9.058200000000000696e-01,1.523106000000000115e+01,1.137249000000000052e+02,-5.497776000000000352e+01,-2.742530000000000356e+01,2.568566000000000216e+01,-4.369699999999999562e+01,7.157536000000000342e+01,-7.152967999999999904e+01,-4.072199999999999598e+00,3.154219999999999757e+01,6.348780000000000001e+01,0.000000000000000000e+00
5.597647999999999513e+01,1.020103000000000009e+02,-4.724609999999999310e+00,-5.521284000000000525e+00,2.555367999999999640e+01,2.010380999999999574e+01,7.852160000000000650e+01,-7.347390000000000043e+01,2.316599999999999770e-01,1.223231999999999999e+02,-2.636496000000000350e+01,-8.897039999999999793e+01,2.639104999999999990e+01,-1.782052999999999940e+02,-5.192000000000001059e+00,6.312664000000000186e+01,-1.042188000000000017e+02,-7.221359999999999779e+00,1.781165999999999983e+01,2.093121000000000009e+01,0.000000000000000000e+00
1.144801999999999964e+02,5.293457999999998975e+01,1.324718999999999980e+00,2.335796999999999812e+01,3.873085999999999274e+01,-2.978510999999999953e+01,-3.268480000000000274e+01,1.942980000000000018e+01,8.479799999999999838e-02,8.507010000000001071e+01,4.326687000000000438e+01,-5.030424000000000007e+01,-3.729600000000000648e+01,1.362634000000000185e+02,-8.712999999999999545e+01,1.508136000000000081e+02,-1.043935999999999922e+02,1.334039999999999893e+01,4.870019999999999527e+01,1.109619000000000000e+01,0.000000000000000000e+00
-1.138652000000000015e+02,2.672166000000000352e+01,3.343890000000000384e+01,-6.521147999999999456e+01,7.725600000000000023e+01,5.983434000000000452e+01,-5.238208000000000197e+01,-6.415649999999999409e+01,-6.105500000000000371e-01,1.286021999999999821e+02,-4.151348999999999734e+01,6.151968000000000103e+01,5.205900000000000460e+01,-5.676852999999999838e+01,-4.131250000000000000e+01,1.148867999999999938e+02,5.218236000000000274e+01,3.802800000000000402e+00,-2.048472000000000293e+00,1.906875000000000142e+01,0.000000000000000000e+00
1.579484000000000110e+00,5.042016000000000275e+01,4.279110000000000014e+01,-1.479869999999999948e+02,9.323260000000000502e+01,-2.268455999999999904e+02,-8.075520000000000209e+01,1.333850999999999942e+01,8.413200000000000678e-01,1.520414999999999850e+01,-6.367349999999999710e+01,-1.976903999999999684e+01,-7.446949999999999648e+01,3.557189999999999941e+01,-3.106099999999999994e+01,4.266002000000000294e+01,-2.766779999999999973e+01,4.473959999999999604e-01,2.374980000000000047e+01,4.105890000000000484e+00,0.000000000000000000e+00
-1.107327999999999975e+02,2.375949999999999918e+01,7.180470000000000574e+00,-8.686440000000000339e+01,-8.183660000000000423e+01,1.540823999999999927e+01,-9.392640000000000100e+01,3.196959999999999624e+01,1.628600000000000048e+00,6.269615999999999900e+01,-3.454791000000000167e+01,1.604664000000000001e+01,-9.581949999999999079e+00,-1.831830000000000069e+01,6.892000000000000171e+01,-5.186262000000000683e+01,4.704780000000000229e+01,1.706640000000000157e+00,3.570750000000000313e+01,-3.243510000000000115e+00,0.000000000000000000e+00
9.400479999999999947e+00,5.683674999999999500e+01,2.842158000000000229e+01,1.518668999999999869e+02,4.541602000000000139e+00,9.748260000000000502e+01,1.764992000000000161e+01,8.471519999999999584e+01,4.755399999999999627e-01,-4.079072999999999638e+01,-3.760332000000000452e+00,-1.256255999999999915e+02,2.636585000000000178e+01,3.126395999999999731e+01,1.112749999999999950e+01,-2.657097999999999871e+01,9.237040000000000362e+01,-8.868240000000000123e+00,4.831380000000000052e+01,9.520200000000001239e+01,0.000000000000000000e+00
4.441366000000000724e+01,7.355379999999999541e+01,-2.408670000000000044e+01,-1.050812999999999953e+01,9.107179999999999609e+01,-1.773231000000000179e+01,-2.123199999999999932e+01,-1.086924000000000063e+02,3.073099999999999721e-01,-1.593762000000000079e+01,-1.000467000000000013e+02,-5.562936000000000547e+01,4.296249999999999791e-01,-7.861671999999999549e+00,1.022049999999999841e+02,4.799827999999999406e+01,-2.027908000000000044e+01,1.259759999999999991e+01,5.851659999999999684e+01,7.169849999999999568e+01,0.000000000000000000e+00
-6.294894000000000034e+01,-6.229930000000000234e+01,5.232479999999999620e+01,-7.707392999999999006e+01,4.033813999999999567e+01,5.376609000000000549e+01,5.046272000000000446e+01,4.395078000000000173e+01,2.353699999999999681e-01,-1.205982000000000056e+02,-8.152859999999999729e+01,-5.036256000000000199e+01,1.717449999999999921e+00,1.189278999999999975e+01,2.225650000000000261e+01,-4.427494000000000085e+01,5.513419999999999987e+01,-5.518679999999999808e+00,2.497570000000000334e+01,3.530250000000000199e+01,0.000000000000000000e+00
1.051895999999999987e+02,-1.165039000000000158e+01,-2.187140999999999735e+01,1.188999000000000024e+02,1.035999999999999943e+02,-5.538150000000000261e+01,-3.628416000000000530e+00,-8.594480000000000786e+00,1.034000000000000030e+00,4.818408000000000690e+00,-2.910365999999999786e+00,-9.114480000000000359e+01,-1.779819999999999780e+01,-9.683310000000000173e+01,1.768200000000000216e+01,-4.180744000000000682e+01,2.200960000000000321e+02,1.332120000000000104e+01,-1.130656999999999890e+01,-6.942239999999999078e+00,0.000000000000000000e+00
-3.893852000000000402e+01,-1.656210999999999878e+00,-2.532849000000000217e+01,7.443818999999999164e+01,9.002099999999998658e+01,1.606574999999999775e+01,-1.342016000000000098e+01,-3.991430000000000256e+00,-3.309000000000000274e-01,6.396161999999999637e+01,3.062856000000000023e+01,8.452800000000000580e+01,6.878549999999999898e+01,1.207479000000000013e+01,-1.118650000000000055e+01,1.367135999999999854e+02,-2.548811999999999856e+01,-5.833800000000000097e+00,5.927099999999999369e+00,3.632309999999999484e+00,0.000000000000000000e+00
5.112126000000000658e+01,-3.386231999999999687e+01,1.775795999999999708e+01,-6.986978999999999473e+01,1.734411999999999807e+02,-5.431014000000000408e+01,-1.101760000000000019e+02,-2.980720000000000169e+01,-5.121899999999999231e-01,-7.301579999999999870e+01,4.005794999999999817e+01,7.487279999999999802e+01,-1.611189999999999856e+01,-1.354444000000000017e+02,-4.457699999999999818e+01,-1.257531999999999783e+01,3.401836000000000126e+01,1.747080000000000055e+01,-1.416386000000000145e+00,2.223368999999999929e+01,0.000000000000000000e+00
-2.851140000000000185e+01,-6.064497999999999678e+01,-2.155988999999999933e+00,8.707500000000000284e+01,-1.938799999999999955e+02,1.064849999999999994e+02,-4.962944000000000244e+01,1.240995000000000026e+01,5.318599999999999994e-01,-1.535112000000000165e+01,2.230433999999999628e+01,-1.128383999999999929e+02,2.442999999999999972e+01,-9.879870000000000374e+00,8.473500000000001364e+00,-1.486328000000000031e+02,-2.321571999999999747e+01,3.565560000000000063e+00,7.706149999999999523e+01,4.836780000000000257e+01,0.000000000000000000e+00
-6.218224000000000018e+01,7.759810000000000230e+01,-5.235450000000000159e+01,8.994240000000000634e+01,-2.455689999999999884e+01,4.370441999999999894e+01,6.683519999999999683e+00,-1.370685999999999716e+01,-3.064800000000000302e-01,-4.996152000000000726e+01,-9.169799999999998619e+00,1.799063999999999908e+01,4.239549999999999841e+01,1.661569000000000074e+01,-1.880700000000000216e+01,-2.061231999999999971e+02,8.488439999999999941e+01,-3.723239999999999839e+01,8.841200000000000614e+00,-8.964000000000000412e+00,0.000000000000000000e+00
-6.044794000000000267e+01,4.073640999999999934e+01,3.555749999999999744e+01,-6.267455999999999960e+01,-2.505862000000000478e+01,1.279586999999999932e+02,-2.740159999999999840e+01,-3.279428000000000765e+01,8.918200000000000571e-01,-5.578029000000000792e+01,2.703101999999999805e+01,-6.951959999999999695e+01,-1.189160000000000039e+01,-2.533894999999999698e+01,-7.786499999999999488e+01,2.304786000000000001e+01,-3.041671999999999798e+01,-2.191079999999999917e+00,4.020629999999999882e+01,-3.590729999999999933e+01,0.000000000000000000e+00
-1.189819999999999851e+02,-5.555757999999999441e+01,2.294192999999999927e+01,4.373109000000000179e+01,-1.053464000000000027e+02,-3.883680000000000465e+00,8.159999999999999432e+01,-2.854633000000000109e+01,-1.463899999999999979e+00,6.226490999999999332e+01,1.271379000000000019e+02,-1.193400000000000105e+01,5.070100000000000051e+01,2.964052000000000220e+01,2.574699999999999633e+01,-4.503164000000000300e+01,-3.170340000000000202e+01,1.512000000000000099e+01,1.857433999999999941e+01,-1.212570000000000014e+01,0.000000000000000000e+00
1.247055999999999898e+02,-6.421469999999999345e+01,5.437079999999999558e+01,-3.002993999999999986e+01,-3.857175999999999760e+01,-5.515736999999999668e+00,-1.172095999999999947e+02,3.266284000000000276e+01,1.326400000000000023e+00,4.641422999999999632e+00,1.008168000000000006e+02,3.288888000000000478e+00,1.553685000000000116e+01,8.053499999999999659e+01,-8.249499999999999389e+00,-3.735748000000000246e+01,5.038647999999999882e+01,-3.826439999999999841e+00,4.343780000000000285e+01,3.600450000000000017e+01,0.000000000000000000e+00
-2.006704000000000008e+02,2.605920000000000059e+01,9.729720000000000368e+00,1.013147999999999911e+02,1.052427999999999884e+02,2.913690000000000069e+01,-1.159680000000000000e+01,2.605639000000000038e+01,-7.306199999999999362e-01,5.103170999999999680e+01,-3.028430999999999873e+00,1.230912000000000006e+02,-5.207300000000000040e+01,-1.450540000000000020e+02,1.310000000000000142e+01,-1.312427999999999884e+01,-1.653228000000000142e+00,-7.807679999999999509e+00,5.408450000000000202e+00,3.756779999999999831e+01,0.000000000000000000e+00
-1.057800000000000011e+02,-4.201924000000000348e+01,2.326434000000000069e+01,-1.022300999999999931e+02,4.387681999999998972e+00,1.347012000000000000e+02,7.333120000000000083e+00,5.833180000000000121e+01,2.385500000000000120e-01,2.737781999999999982e+01,7.213439999999999941e+01,2.667167999999999850e+01,-1.649480000000000146e+01,-1.324414000000000158e+02,-2.601999999999999957e+01,3.499901999999999624e+00,-5.203263999999999356e+01,5.386079999999999757e+00,-9.252209999999999823e+00,3.919590000000000174e+01,0.000000000000000000e+00
-1.627372000000000014e+02,-7.309629999999999939e+01,-3.799949999999999761e+01,-3.309093000000000018e+01,7.108365999999999474e+01,-2.222792999999999779e+02,-4.623104000000000013e+01,1.923582000000000036e+01,-4.678800000000000181e-01,6.456950999999999397e+01,-3.164958000000000027e+01,-4.726439999999999486e+01,-5.082700000000000884e+00,-5.639997999999999934e+01,3.427000000000000313e+01,-9.579539999999998656e+01,-1.646767999999999859e+02,1.756799999999999784e+01,-9.714740000000000819e+00,2.348244000000000042e+01,0.000000000000000000e+00
-1.101178000000000026e+02,-1.509505999999999837e+01,6.136349999999999483e+01,6.648398999999999148e+01,1.209826000000000050e+02,-1.559238000000000000e+02,7.167999999999999261e+00,-7.732170000000000876e+00,7.135699999999999266e-01,-1.557468000000000075e+02,1.789079999999999870e+01,5.985935999999999524e+01,2.232719999999999771e+01,3.896711000000000524e+01,-2.992699999999999960e+01,-2.382618000000000347e+00,-1.070003999999999991e+02,8.903159999999999741e+00,3.422860000000000014e+01,3.195989999999999753e+01,0.000000000000000000e+00
-2.289275999999999840e+02,-5.152852999999999639e+01,7.825950000000000273e+01,-6.442254000000001035e+00,-2.147997999999999763e+01,1.178123999999999967e+02,1.063231999999999999e+02,-6.033520000000000749e+01,-1.417499999999999982e+00,-7.052490000000000236e+01,7.365419999999999412e+00,6.307199999999998852e+01,2.494485000000000241e+01,3.145870000000000033e+01,1.778950000000000031e+01,-2.063958000000000084e+02,-4.109016000000000446e+01,1.359359999999999902e+00,1.892025999999999897e+01,1.414395000000000024e+01,0.000000000000000000e+00
4.937957999999999714e+01,5.182682000000000500e+01,-1.258356000000000030e+01,4.668759000000000015e+01,-3.031187999999999860e+01,1.760954999999999870e+02,-6.722560000000000002e+01,1.668334000000000117e+01,-1.067299999999999915e+00,-1.185972000000000115e+01,3.892830000000000013e+01,9.958319999999998728e+00,2.439710000000000178e+01,-3.233594000000000079e+01,3.340949999999999420e+01,-8.778378000000000725e+01,5.991156000000000859e+01,6.182640000000000136e+00,1.849085000000000178e+01,5.027399999999999380e+01,0.000000000000000000e+00
3.316326000000000107e+00,1.407025999999999897e+02,-2.292774000000000356e+01,1.407375000000000114e+02,-9.746539999999998827e+01,-1.904361000000000104e+01,-2.245632000000000161e+01,-1.624927000000000277e+01,1.632400000000000073e+00,2.400579000000000107e+01,-6.195990000000000464e+01,1.614384000000000015e+02,-5.064499999999999602e+01,5.278909999999999769e+01,-6.267499999999999183e+00,-3.705104000000000042e+01,5.311868000000000478e+01,6.219960000000000377e+00,5.564389999999999503e+01,-9.765629999999999811e+00,0.000000000000000000e+00
-8.453379999999999939e+01,-1.037609999999999957e+02,3.300330000000000297e+01,-3.453516000000000474e+01,-2.052019999999999911e+01,1.259033999999999907e+02,-9.082240000000000180e+01,1.174056000000000033e+01,-9.753899999999999793e-01,7.923960000000001003e+01,3.183726000000000056e+01,-1.200744000000000078e+01,-5.340299999999999869e+01,1.891708000000000141e+02,-4.601850000000000307e+01,2.607466000000000150e+01,4.151043999999999556e+01,-2.161799999999999944e+00,2.970680000000000121e+01,3.928500000000000369e+01,0.000000000000000000e+00
-1.066819999999999879e+02,5.108749999999999858e+01,-3.746490000000000009e+01,-8.875980000000001269e+01,-5.288705999999999818e+01,2.018285999999999945e+02,4.658815999999999491e+01,4.635273999999999717e+01,-6.983600000000000918e-01,-4.413377999999999446e+01,8.600130000000000052e+00,-3.305160000000000053e+01,4.709249999999999403e+01,-9.818899999999999295e+01,1.193200000000000038e+01,2.611413999999999902e+01,7.811280000000000712e+01,4.771200000000000330e+00,2.754939999999999856e+01,4.084830000000000183e+00,0.000000000000000000e+00
-1.080760000000000076e+02,2.576823000000000263e+01,5.069129999999999470e+00,1.265463000000000022e+02,-1.622746000000000066e+01,1.764209999999999923e+01,-7.719039999999999679e+01,-2.612105000000000032e+01,6.231699999999999739e-02,-4.174154999999999660e+01,1.676676000000000144e+01,3.932567999999999842e+01,2.882075000000000031e+01,-7.699327999999999861e+01,5.385999999999999943e+01,1.190791999999999859e+02,-1.515212000000000003e+01,-1.551720000000000044e-01,5.951709999999999923e+01,1.795797000000000310e+01,0.000000000000000000e+00
-2.283371999999999957e+01,-5.139616000000000184e+01,-4.449060000000000237e+00,-3.542940000000000111e+01,-1.669292000000000087e+01,-4.236428999999999689e+01,-5.492416000000000054e+01,-2.555977999999999994e+01,-7.986999999999999655e-01,-1.967603999999999687e+01,-5.245859999999999701e+01,-9.376560000000000628e+01,1.442629999999999946e+01,-1.665300000000000011e+02,-1.088999999999999915e+02,1.581362000000000023e+02,2.899931999999999732e+01,8.417639999999998679e+00,4.497189999999999799e+00,4.192559999999999576e+01,0.000000000000000000e+00
-1.658121999999999900e+02,5.866126000000000573e+01,2.727879000000000076e+01,2.578068000000000026e+01,-5.389864000000000033e+01,-4.437866999999999251e+01,9.107200000000000273e+01,-1.373707000000000100e+01,1.467099999999999793e-01,4.797017999999999915e+01,-2.007258000000000209e+01,-2.962943999999999889e+01,5.411699999999999733e+01,1.215850999999999793e+01,5.700000000000000178e+00,4.182623999999999853e+01,-4.700903999999999527e+00,7.453079999999999039e+00,3.902179999999999893e+01,5.505569999999999453e+01,0.000000000000000000e+00
3.335186000000000206e+01,-5.419057000000000812e+01,-6.497039999999999793e+01,-4.713876000000000488e+01,-8.470780000000000598e+01,-2.382009000000000398e+01,5.269888000000000261e+01,1.126780000000000115e+01,1.175899999999999945e+00,7.343669999999999476e+00,-7.874909999999999854e+01,-3.888575999999999766e+01,6.464149999999999352e+01,7.232589000000000112e+01,7.057000000000000384e+00,-7.769758000000000209e+01,3.414148000000000138e+01,-1.712999999999999901e+01,4.220729999999999649e+01,-3.176280000000000214e+00,0.000000000000000000e+00
-7.365732000000000390e+00,-1.148141999999999996e+02,4.073520000000000252e+00,-1.270728000000000009e+02,-2.794906000000000290e+01,7.427630999999999517e+01,-4.838208000000000197e+01,1.079557000000000073e+02,6.868400000000000893e-02,7.767329999999999757e+01,-3.742686000000000490e+01,9.838800000000000523e+01,-2.703049999999999997e+01,-3.380649999999999977e+01,1.749749999999999872e+01,5.012644000000000943e+01,-1.409799999999999898e+01,-6.563159999999999883e+00,1.739444000000000301e+01,6.103889999999999816e+01,0.000000000000000000e+00
-2.806531999999999982e+01,-6.852129999999999654e+01,8.643359999999999488e+00,-7.673453999999999553e+01,1.082323999999999842e+00,-1.587044999999999995e+01,6.505599999999999739e+01,-4.626316999999999524e+01,1.726199999999999957e+00,-5.326317000000000235e+01,-4.946490000000000009e+01,5.089320000000000022e+01,1.466604999999999936e+00,9.919000000000001194e+01,-1.893400000000000105e+01,1.177537999999999982e+02,7.849279999999998836e+01,-1.476599999999999824e+01,2.796110000000000184e+01,4.482269999999999754e+01,0.000000000000000000e+00
5.348285999999999518e+01,3.526776000000000266e+01,-5.844629999999999370e+01,1.062882000000000033e+02,-6.627958000000000993e+01,1.894689000000000192e+02,-4.218240000000000123e+01,7.101470000000000482e+01,-1.449699999999999989e+00,2.836796999999999969e+01,-1.783112999999999815e+01,4.374503999999999593e+01,1.508745000000000047e+01,-2.107195999999999714e+01,1.690900000000000247e+01,1.060602000000000089e+02,-1.186891999999999996e+02,1.152816000000000063e+00,-3.814320000000000377e+00,2.516750999999999650e+01,0.000000000000000000e+00
2.835068000000000055e+01,2.502891000000000332e+01,-5.241719999999999935e+00,-3.362633999999999901e+01,2.606576000000000093e+01,-3.159024000000000498e+01,6.785919999999999952e+00,-1.141779000000000011e+01,-2.846400000000000041e-01,2.671611000000000402e+01,8.631240000000000023e+00,6.622704000000000235e+01,4.212950000000000195e+00,2.217670000000000030e+01,-2.770449999999999946e+01,9.633119999999999905e+00,1.795044000000000040e+02,-2.733239999999999981e+01,-3.402849999999999930e+00,2.172906000000000049e+01,0.000000000000000000e+00
-2.826457999999999871e+01,6.116469999999999629e+01,2.076294000000000395e+01,-1.216458000000000084e+01,-1.066562000000000054e+01,-6.657498000000001070e+01,1.174016000000000020e+02,4.758870000000000289e+01,-8.740399999999999281e-01,-1.134360000000000070e+02,4.324596000000000373e+01,6.475607999999999720e+01,7.098349999999999937e+00,9.226489999999999725e+01,1.276500000000000057e+01,-1.368264000000000067e+02,-2.053976000000000113e+01,-1.416479999999999961e+00,2.541270000000000095e+01,2.112452999999999648e+01,0.000000000000000000e+00
2.524452000000000140e+00,2.993696999999999875e+01,-4.210139999999999816e+01,2.430324000000000240e+01,-1.928884000000000043e+01,5.064036000000000115e+01,1.444608000000000061e+02,3.164471000000000256e+00,3.684999999999999942e-01,2.045091000000000037e+01,-5.452409999999999712e+01,2.355624000000000162e+00,6.795249999999999346e+00,5.349981000000000364e+01,5.740499999999999403e+01,-1.211377999999999986e+02,-9.363960000000000150e+01,1.269839999999999947e+01,3.961289999999999623e+01,1.881603000000000137e+01,0.000000000000000000e+00
